genename	geneID	chr	strand	start	stop 0
Abca9	NM_147220	chr11	-	109962135	110029467 67332
Glis1	NM_147221	chr4	+	107107323	107307664 200341
Rdh19	NM_147222	chr10	+	127286983	127298232 11249
Vwa1	NM_147776	chr4	-	155142603	155148623 6020
Commd3	NM_147778	chr2	+	18594089	18597843 3754
Sftpb	NM_147779	chr6	+	72253241	72264364 11123
Myo3a	NM_148413	chr2	+	22162694	22473767 311073
Slu7	NM_148673	chr11	+	43247265	43261483 14218
Slu7	NM_198936	chr11	+	43247265	43261483 14218
Pabpc4	NM_148917	chr4	+	122960527	122976064 15537
Mdm1	NM_148922	chr10	+	117578900	117606053 27153
Zfp263	NM_148924	chr16	+	3744152	3750788 6636
Fyco1	NM_148925	chr9	-	123698627	123760782 62155
Zfand3	NM_148926	chr17	+	30142031	30346965 204934
Plekha4	NM_148927	chr7	+	52781672	52809599 27927
Gtf3c5	NM_148928	chr2	-	28421782	28438799 17017
Slc9a8	NM_148929	chr2	+	167247221	167302498 55277
Slc9a8	NM_178371	chr2	+	167247221	167302498 55277
Rbm5	NM_148930	chr9	-	107642832	107673295 30463
Slc6a5	NM_148931	chr7	+	57166138	57219232 53094
Pom121	NM_148932	chr5	-	135852009	135870416 18407
Slco4a1	NM_148933	chr2	+	180195682	180209557 13875
Gtrgeo22	NM_148934	chr10	+	79132199	79138871 6672
Foxn4	NM_148935	chr5	-	114704172	114723779 19607
Plcd4	NM_148937	chr1	+	74590933	74612551 21618
Slc1a3	NM_148938	chr15	-	8584123	8660779 76656
Ly6g5b	NM_148939	chr17	-	35250889	35252345 1456
1700036D21Rik	NM_148940	chr9	+	110716511	110720503 3992
Elovl4	NM_148941	chr9	-	83672298	83699707 27409
Serpinb6c	NM_148942	chr13	-	33971684	33997577 25893
Usp9y	NM_148943	chrY	-	635403	796225 160822
Chrnb4	NM_148944	chr9	-	54875962	54896351 20389
Rps6ka3	NM_148945	chrX	+	155694051	155801417 107366
Slc8a2	NM_148946	chr7	+	16715648	16745860 30212
Ly6g5c	NM_148947	chr17	+	35245244	35248898 3654
Dicer1	NM_148948	chr12	-	105925951	105990221 64270
Tdpoz1	NM_148949	chr3	-	93473667	93480190 6523
Pknox2	NM_148950	chr9	-	36698566	36954991 256425
Gipc3	NM_148951	chr10	-	80800506	80806011 5505
E2f4	NM_148952	chr8	+	107821562	107829270 7708
Asb16	NM_148953	chr11	+	102130136	102139375 9239
Osbpl10	NM_148958	chr9	+	114976396	115141341 164945
Homer1	NM_152134	chr13	+	94077900	94174917 97017
Stx3	NM_152220	chr19	-	11851978	11893893 41915
Nr2e1	NM_152229	chr10	-	42281776	42303394 21618
Ubqln1	NM_152234	chr13	-	58278871	58316984 38113
Tor2a	NM_152800	chr2	+	32612790	32617764 4974
Arhgef6	NM_152801	chrX	-	54484663	54591906 107243
Defb12	NM_152802	chr8	-	19111930	19114833 2903
Hpse	NM_152803	chr5	-	101108504	101148702 40198
Plk2	NM_152804	chr13	+	111185256	111191051 5795
Ddx17	NM_152806	chr15	-	79358125	79363436 5311
Ccdc137	NM_152807	chr11	+	120319413	120325667 6254
Slc44a2	NM_152808	chr9	+	21142302	21159472 17170
Csnk1g3	NM_152809	chr18	+	54021776	54115338 93562
Cdc5l	NM_152810	chr17	-	45528838	45570603 41765
Ugt2b1	NM_152811	chr5	-	87345663	87355528 9865
Otud6b	NM_152812	chr4	-	14736651	14753734 17083
Plcd3	NM_152813	chr11	-	102931632	102962916 31284
Zfp566	NM_152814	chr7	-	30862355	30875431 13076
Lins2	NM_152815	chr7	+	73852989	73859542 6553
Dnm1l	NM_152816	chr16	-	16312325	16359058 46733
Dnm1l	NM_001025947	chr16	-	16312325	16359058 46733
Ttc27	NM_152817	chr17	+	75117139	75262910 145771
Osbp2	NM_152818	chr11	-	3603733	3763906 160173
Purg	NM_152821	chr8	+	34496803	34498001 1198
Las1l	NM_152822	chrX	-	93130651	93152242 21591
Unc5cl	NM_152823	chr17	+	48594247	48608009 13762
Rbm17	NM_152824	chr2	-	11507065	11524826 17761
Usp45	NM_152825	chr4	+	21703437	21765019 61582
Igj	NM_152839	chr5	-	88948833	88956906 8073
Pop1	NM_152894	chr15	+	34425097	34460403 35306
Jarid1b	NM_152895	chr1	+	136456784	136529455 72671
Dner	NM_152915	chr1	-	84366413	84692796 326383
Egfl8	NM_152922	chr17	-	34750300	34752998 2698
Kcnq3	NM_152923	chr15	-	65826732	66117786 291054
Mmp21	NM_152944	chr7	-	140865952	140871744 5792
Ovol2	NM_152947	chr2	-	144130911	144157098 26187
Mkl1	NM_153049	chr15	-	80842717	80935449 92732
Gzmn	NM_153052	chr14	-	56784632	56793433 8801
Sf3b4	NM_153053	chr3	+	95976472	95981487 5015
Slc18a1	NM_153054	chr8	-	71561606	71613108 51502
Sec63	NM_153055	chr10	+	42481293	42552320 71027
Sirt7	NM_153056	chr11	-	120479685	120486405 6720
Nomo1	NM_153057	chr7	+	53289094	53339574 50480
Mapre2	NM_153058	chr18	+	23962550	24052352 89802
Tmem5	NM_153059	chr10	-	121518315	121534158 15843
Slc37a1	NM_153062	chr17	+	31432341	31487643 55302
Zfp472	NM_153063	chr17	+	33102759	33116156 13397
Ndufs2	NM_153064	chr1	-	173164990	173177256 12266
Ddx27	NM_153065	chr2	+	166840800	166860445 19645
Mrgpra3	NM_153067	chr7	-	54844319	54856741 12422
Ehd2	NM_153068	chr7	-	16534335	16552826 18491
Gprc6a	NM_153071	chr10	-	51334628	51351264 16636
Lrrc25	NM_153074	chr8	+	73140742	73144749 4007
Catsper2	NM_153075	chr2	-	121218366	121239508 21142
Crygn	NM_153076	chr5	-	24256820	24263661 6841
Il1f10	NM_153077	chr2	+	24146715	24149340 2625
Ehbp1	NM_153078	chr11	-	21905830	22185841 280011
Nmur2	NM_153079	chr11	-	55838491	55854489 15998
Tom1l2	NM_153080	chr11	-	60040215	60166404 126189
Tom1l2	NM_001039092	chr11	-	60040215	60166404 126189
Slc16a11	NM_153081	chr11	+	70027411	70029916 2505
Dnajc27	NM_153082	chr12	+	4082647	4110602 27955
Thtpa	NM_153083	chr14	+	55713675	55717819 4144
Wac	NM_153085	chr18	+	7869236	7927071 57835
Gjd4	NM_153086	chr18	-	9278604	9282807 4203
Hrh4	NM_153087	chr18	+	13165498	13181391 15893
Ctdsp1	NM_153088	chr1	+	74438172	74443859 5687
Ppp1r16b	NM_153089	chr2	+	158491133	158588609 97476
Fcrl1	NM_153090	chr3	+	87180308	87196055 15747
Fcrl1	NM_001136236	chr3	+	87180308	87196055 15747
Fcrl1	NM_178165	chr3	+	87180308	87196055 15747
St7l	NM_153091	chr3	+	104668010	104729757 61747
Nupl2	NM_153092	chr5	+	23670780	23689826 19046
AF366264	NM_153093	chr8	-	13835230	13838089 2859
Mrgpra1	NM_153095	chr7	-	54590244	54609610 19366
Zfp353	NM_153096	chr8	-	43164626	43169733 5107
Trim60	NM_153097	chr8	-	67523951	67542476 18525
Cd109	NM_153098	chr9	+	78463583	78564060 100477
Tessp2	NM_153099	chr9	+	110700688	110706248 5560
Rtp3	NM_153100	chr9	-	110887446	110892217 4771
Mrgpra2	NM_153101	chr7	-	54719176	54744952 25776
Zfp352	NM_153102	chr4	+	89885441	89892378 6937
Kif1c	NM_153103	chr11	+	70514049	70545472 31423
Phospho1	NM_153104	chr11	+	95685813	95693137 7324
Cldn19	NM_153105	chr4	+	118928045	118935043 6998
Padi6	NM_153106	chr4	-	140283269	140298558 15289
Cpz	NM_153107	chr5	-	35844866	35868197 23331
Defb8	NM_153108	chr8	-	19445769	19447606 1837
Tgif2lx	NM_153109	chrX	+	115540843	115541865 1022
Trim61	NM_153110	chr8	-	67536888	67542465 5577
Fev	NM_153111	chr1	-	74928082	74931993 3911
Cadm4	NM_153112	chr7	+	25267018	25289552 22534
Otos	NM_153114	chr1	-	94540794	94545418 4624
Spag11	NM_153115	chr8	+	19157886	19159578 1692
Gtpbp10	NM_153116	chr5	-	5537456	5559458 22002
9530068E07Rik	NM_153117	chr11	+	52209940	52222225 12285
Plekho2	NM_153119	chr9	-	65402190	65427892 25702
Lysmd1	NM_153121	chr3	+	94938031	94943440 5409
Oplah	NM_153122	chr15	-	76127032	76137675 10643
St8sia5	NM_153124	chr18	+	77424591	77494059 69468
Sec16a	NM_153125	chr2	-	26264950	26300736 35786
Nat10	NM_153126	chr2	-	103561415	103601354 39939
Mmrn2	NM_153127	chr14	+	35188755	35217472 28717
Klhl12	NM_153128	chr1	+	136352114	136387450 35336
Pacs1	NM_153129	chr19	-	5133684	5273110 139426
Unc5a	NM_153131	chr13	+	55050792	55107379 56587
Rdh9	NM_153133	chr10	+	127213460	127229753 16293
Irgq	NM_153134	chr7	+	25315650	25323618 7968
Unc5d	NM_153135	chr8	-	29762521	30330105 567584
Nudt18	NM_153136	chr14	+	70977665	70982378 4713
Traf3ip3	NM_153137	chr1	-	195001699	195027678 25979
Wipf1	NM_153138	chr2	-	73267673	73367475 99802
Slc36a1	NM_153139	chr11	+	55017876	55049832 31956
Slc35e4	NM_153142	chr11	-	3807024	3814667 7643
Kctd11	NM_153143	chr11	-	69691765	69694480 2715
Ggnbp2	NM_153144	chr11	-	84645862	84684196 38334
Abca8a	NM_153145	chr11	-	109886947	109952934 65987
Slc25a1	NM_153150	chr16	-	17925315	17928277 2962
Acat3	NM_153151	chr17	-	13116824	13133262 16438
2410015M20Rik	NM_153152	chr17	-	56746874	56749194 2320
Svil	NM_153153	chr18	+	5046584	5119288 72704
Tcfap2d	NM_153154	chr1	+	19093102	19156413 63311
C1ql3	NM_153155	chr2	-	12923513	12932491 8978
Stoml3	NM_153156	chr3	+	53292714	53311574 18860
Olfm3	NM_153157	chr3	+	114783882	114828174 44292
E130308A19Rik	NM_153158	chr4	+	59639044	59733841 94797
Zc3h12a	NM_153159	chr4	-	124795673	124805081 9408
Zcchc17	NM_153160	chr4	-	129993328	130037204 43876
BC037034	NM_153161	chr5	-	138700885	138704573 3688
Txnrd3	NM_153162	chr6	+	89594015	89625523 31508
Cadps2	NM_153163	chr6	-	23212837	23789300 576463
Cnot1	NM_153164	chr8	-	98243350	98331338 87988
Cnot1	NM_178078	chr8	-	98243350	98331338 87988
Cpne5	NM_153166	chr17	-	29293494	29374736 81242
Wdr32	NM_153167	chr4	+	45354969	45392594 37625
Lars2	NM_153168	chr9	+	123276108	123371782 95674
Pnma3	NM_153169	chrX	+	70310125	70313530 3405
Slc36a2	NM_153170	chr11	-	54971993	54998579 26586
Rgs13	NM_153171	chr1	-	145985796	146024502 38706
BC107230	NM_153172	chr9	+	110737091	110743814 6723
Gimap6	NM_153175	chr6	-	48651581	48658243 6662
Spg7	NM_153176	chr8	+	125589407	125621651 32244
Eif2c4	NM_153177	chr4	-	126169407	126210484 41077
Eif2c2	NM_153178	chr15	-	72937290	73015208 77918
Pkhd1	NM_153179	chr1	-	20047859	20608138 560279
Hsd3b2	NM_153193	chr3	-	98515029	98528466 13437
Zfp740	NM_153194	chr15	+	102038697	102046032 7335
Fbxo7	NM_153195	chr10	+	85484724	85511073 26349
Rbks	NM_153196	chr5	-	31926811	31999978 73167
Clec4a3	NM_153197	chr6	+	122902661	122919892 17231
Hbp1	NM_153198	chr12	-	32611340	32635088 23748
Axud1	NM_153287	chr9	-	119880283	119893745 13462
Amot	NM_153319	chrX	-	141880966	141921589 40623
Clrn1	NM_153384	chr3	-	58649136	58689134 39998
Clrn1	NM_153385	chr3	-	58649136	58689134 39998
Clrn1	NM_153386	chr3	-	58649136	58689134 39998
Tubgcp4	NM_153387	chr2	+	120997037	121022854 25817
Lrfn4	NM_153388	chr19	-	4611791	4615502 3711
Atp10d	NM_153389	chr5	+	72594581	72689997 95416
Pxt1	NM_153390	chr17	-	29070930	29079183 8253
Wdr19	NM_153391	chr5	+	65590991	65651654 60663
Ttc39a	NM_153392	chr4	+	109079727	109117350 37623
Col23a1	NM_153393	chr11	+	51103421	51397427 294006
Gpr156	NM_153394	chr16	+	37916581	38007615 91034
Mon2	NM_153395	chr10	-	122432404	122513081 80677
Mical3	NM_153396	chr6	-	120957257	121031627 74370
Adam32	NM_153397	chr8	-	25946615	26059259 112644
Zbtb24	NM_153398	chr10	+	41170209	41185380 15171
Syne1	NM_153399	chr10	+	4795848	5009592 213744
P2rx2	NM_153400	chr5	-	110768830	110772231 3401
Eif2c3	NM_153402	chr4	-	126022628	126106723 84095
Eif2c1	NM_153403	chr4	-	126116746	126145665 28919
Liph	NM_153404	chr16	-	21955463	21995558 40095
Rbm45	NM_153405	chr2	+	76208051	76221824 13773
Specc1l	NM_153406	chr10	+	74693440	74775138 81698
Csrnp2	NM_153407	chr15	-	100310000	100325692 15692
Lincr	NM_153408	chr1	-	36321446	36330177 8731
Csrnp3	NM_153409	chr2	+	65683899	65861541 177642
Csrnp3	NM_178634	chr2	+	65683899	65861541 177642
Gpsm1	NM_153410	chr2	+	26171104	26203755 32651
Phldb2	NM_153412	chr16	-	45746345	45844488 98143
Dock3	NM_153413	chr9	-	106795155	107134260 339105
Ints9	NM_153414	chr14	+	65568881	65658663 89782
Pomt2	NM_153415	chr12	-	88447815	88488763 40948
Aaas	NM_153416	chr15	-	102168686	102181119 12433
Trpm6	NM_153417	chr19	+	18824472	18967001 142529
U46068	NM_153418	chr2	+	154026115	154046079 19964
Grwd1	NM_153419	chr7	-	53080592	53086181 5589
Acpl2	NM_153420	chr9	-	96723761	96789841 66080
Phc3	NM_153421	chr3	-	30805730	30868327 62597
Pde5a	NM_153422	chr3	+	122432104	122559070 126966
Wasf2	NM_153423	chr4	+	132686527	132754245 67718
Nphp4	NM_153424	chr4	+	151852291	151937293 85002
Rtn1	NM_153457	chr12	-	73312738	73509926 197188
Olfm3	NM_153458	chr3	+	114607280	114828174 220894
Dusp7	NM_153459	chr9	+	106270936	106278052 7116
Tef	NM_153484	chr15	+	81633246	81657290 24044
Ubap2l	NM_153489	chr3	-	89804061	89856394 52333
Pank2	NM_153501	chr2	+	131088236	131122427 34191
Ankrd23	NM_153502	chr1	-	36587378	36592574 5196
Rnf113a1	NM_153503	chrX	+	34731337	34732460 1123
Rnf183	NM_153504	chr4	-	62088575	62095760 7185
Nckap1l	NM_153505	chr15	+	103284255	103329231 44976
Clec2e	NM_153506	chr6	-	129041849	129050934 9085
Cpne2	NM_153507	chr8	+	97056927	97094429 37502
Clstn3	NM_153508	chr6	-	124380784	124414786 34002
AF529169	NM_153509	chr9	-	89484871	89517824 32953
Pilra	NM_153510	chr5	-	138264615	138277393 12778
Il1f9	NM_153511	chr2	+	24042678	24048352 5674
Kcng3	NM_153512	chr17	-	83985296	84031235 45939
BC028528	NM_153513	chr3	-	95688895	95695937 7042
Rhobtb2	NM_153514	chr14	-	70184796	70205443 20647
Ammecr1l	NM_153515	chr18	+	31919481	31942383 22902
Bcl2l13	NM_153516	chr6	+	120786265	120842860 56595
Ccdc65	NM_153518	chr15	+	98538673	98553764 15091
Txndc2	NM_153519	chr17	-	65986853	65989096 2243
Opalin	NM_153520	chr19	-	41137909	41151603 13694
Lrrc41	NM_153521	chr4	+	115748031	115769648 21617
Mrgpra4	NM_153524	chr7	-	55236163	55237666 1503
Tmem41b	NM_153525	chr7	-	117115700	117129744 14044
Insig1	NM_153526	chr5	+	28397912	28405202 7290
Dnajb13	NM_153527	chr7	-	107651528	107663324 11796
Gramd1c	NM_153528	chr16	-	43980467	44016472 36005
Nrn1	NM_153529	chr13	-	36817494	36826323 8829
Dis3l2	NM_153530	chr1	+	88600394	88946667 346273
Zfp280c	NM_153532	chrX	-	45894802	45945310 50508
Tenc1	NM_153533	chr15	+	101933418	101946832 13414
Adcy2	NM_153534	chr13	-	68758919	69138419 379500
Fam149a	NM_153535	chr8	-	46422068	46467645 45577
Phldb1	NM_153537	chr9	-	44494390	44543311 48921
Zcchc6	NM_153538	chr13	-	59873239	59924471 51232
Fam5c	NM_153539	chr1	+	148342764	148749508 406744
C85492	NM_153540	chr9	-	121890726	121905139 14413
Zbtb8b	NM_153541	chr4	-	129103008	129118059 15051
Lrrc20	NM_153542	chr10	+	60938677	61044976 106299
Aldh1l2	NM_153543	chr10	-	82950197	82996881 46684
BC030867	NM_153544	chr11	+	102110191	102126497 16306
Lrrc45	NM_153545	chr11	+	120575286	120582441 7155
Mboat1	NM_153546	chr13	+	30228354	30338563 110209
Gnl3	NM_153547	chr14	-	31825618	31832245 6627
E430025E21Rik	NM_153548	chr15	-	59163551	59205714 42163
Dirc2	NM_153550	chr16	-	35694988	35769454 74466
Dennd1c	NM_153551	chr17	-	57205477	57217933 12456
Thoc1	NM_153552	chr18	+	9958137	9995482 37345
Npas4	NM_153553	chr19	-	4984354	4990039 5685
Aldh18a1	NM_153554	chr19	-	40624746	40662872 38126
Aldh18a1	NM_019698	chr19	-	40624746	40662872 38126
Wdr42a	NM_153555	chr1	+	174078199	174126524 48325
Pms1	NM_153556	chr1	-	53246031	53353840 107809
BC029214	NM_153557	chr2	-	25315007	25316614 1607
Lcn13	NM_153558	chr2	+	25555593	25558846 3253
Qsox2	NM_153559	chr2	-	26064649	26092851 28202
Fam102a	NM_153560	chr2	+	32390852	32425270 34418
Nudt6	NM_153561	chr3	-	37303905	37318522 14617
BC023814	NM_153562	chr3	-	87726826	87734032 7206
Fam40a	NM_153563	chr3	-	107415449	107434612 19163
Gbp5	NM_153564	chr3	+	142159897	142185308 25411
Pcsk9	NM_153565	chr4	-	106114938	106136930 21992
Yrdc	NM_153566	chr4	+	124528070	124532483 4413
Lrrc66	NM_153568	chr5	-	73997880	74023660 25780
Gak	NM_153569	chr5	-	108998432	109058769 60337
Noc4l	NM_153570	chr5	-	111077437	111082401 4964
Hscb	NM_153571	chr5	-	111258088	111268748 10660
Katnal1	NM_153572	chr5	-	149687650	149740188 52538
Fkbp14	NM_153573	chr6	-	54527598	54543168 15570
Fam13a	NM_153574	chr6	-	58883529	58974496 90967
Cxcl17	NM_153576	chr7	-	26185071	26197905 12834
AI428936	NM_153577	chr7	+	31099862	31104064 4202
Nipa1	NM_153578	chr7	-	63233853	63274943 41090
Sv2b	NM_153579	chr7	-	82259780	82454148 194368
Ino80e	NM_153580	chr7	-	133995946	134004977 9031
Gpm6a	NM_153581	chr8	+	56040195	56146222 106027
Cmtm4	NM_153582	chr8	-	106878415	106919596 41181
Atg4d	NM_153583	chr9	+	21069760	21078812 9052
BC031353	NM_153584	chr9	+	74823841	74880275 56434
Cnot10	NM_153585	chr9	-	114494995	114549192 54197
Rbm41	NM_153586	chrX	-	136478781	136533068 54287
Rps6ka5	NM_153587	chr12	-	101787987	101963318 175331
Mkl2	NM_153588	chr16	+	13358513	13412796 54283
Ano2	NM_153589	chr6	+	125640436	125990144 349708
Klre1	NM_153590	chr6	+	129528303	129535845 7542
Nars2	NM_153591	chr7	+	104100052	104213267 113215
Erlin2	NM_153592	chr8	+	28134298	28149896 15598
Pcmtd2	NM_153594	chr2	+	181572605	181592155 19550
BC030307	NM_153595	chr10	+	86175509	86194396 18887
Tmem17	NM_153596	chr11	+	22412285	22419234 6949
Trpt1	NM_153597	chr19	+	7070822	7073536 2714
Ugt2b34	NM_153598	chr5	-	87318794	87335962 17168
Cdk8	NM_153599	chr5	+	147043250	147114450 71200
Ttc26	NM_153600	chr6	+	38331557	38377647 46090
Gluld1	NM_153601	chr1	+	31233279	31261570 28291
Ush1c	NM_153677	chr7	-	53450726	53493860 43134
Ush1c	NM_023649	chr7	-	53450726	53493860 43134
Cpt1c	NM_153679	chr7	-	52214742	52230131 15389
Snx17	NM_153680	chr5	+	31495679	31501273 5594
Dnmt3a	NM_153743	chr12	+	3891743	3914443 22700
Prkag3	NM_153744	chr1	-	74787213	74795436 8223
Prkag3	NM_153745	chr1	-	74787213	74795250 8037
Mill1	NM_153749	chr7	+	18830695	18851441 20746
Mill2	NM_153760	chr7	+	19425314	19444002 18688
Mill2	NM_153761	chr7	+	19425314	19444002 18688
Rnf26	NM_153762	chr9	-	43918863	43921134 2271
Ipo9	NM_153774	chr1	-	137278891	137327028 48137
2310061F22Rik	NM_153775	chr8	+	125000120	125005645 5525
Tmem121	NM_153776	chr12	+	114424172	114427733 3561
Lrrc56	NM_153777	chr7	+	148381042	148395954 14912
Atoh8	NM_153778	chr6	-	72156171	72185571 29400
Aifm2	NM_153779	chr10	+	61183396	61201400 18004
2610044O15Rik	NM_153780	chr17	-	95214078	95233760 19682
Pygb	NM_153781	chr2	+	150612510	150657484 44974
Fam20a	NM_153782	chr11	-	109534239	109583570 49331
Paox	NM_153783	chr7	+	147311583	147320233 8650
Ccdc64b	NM_153784	chr17	+	23797492	23805586 8094
Cdkl3	NM_153785	chr11	+	51817860	51851667 33807
Vgll2	NM_153786	chr10	+	51742468	51748277 5809
Centb1	NM_153788	chr11	-	69695068	69709041 13973
Mylip	NM_153789	chr13	+	45485111	45507309 22198
Scarf2	NM_153790	chr16	+	17797374	17808380 11006
Flywch1	NM_153791	chr17	-	23892389	23900664 8275
Traf7	NM_153792	chr17	-	24645794	24664768 18974
Rell2	NM_153793	chr18	+	38115279	38118817 3538
4933403F05Rik	NM_153794	chr18	-	68419838	68459987 40149
Fermt3	NM_153795	chr19	-	7073467	7093886 20419
Peo1	NM_153796	chr19	+	45080960	45087252 6292
Polr2b	NM_153798	chr5	+	77739545	77778349 38804
Edc3	NM_153799	chr9	+	57556370	57597969 41599
Arhgap22	NM_153800	chr14	+	34030008	34183119 153111
Srd5a2l2	NM_153801	chr5	-	83707172	83784220 77048
Zfp128	NM_153802	chr7	+	13466555	13478771 12216
Glb1l2	NM_153803	chr9	-	26570628	26614005 43377
Plekhg3	NM_153804	chr12	+	77634493	77680026 45533
Pkn3	NM_153805	chr2	+	29934285	29946539 12254
Dnttip2	NM_153806	chr3	+	121977327	121988189 10862
Acsf2	NM_153807	chr11	-	94418415	94463149 44734
Smc5	NM_153808	chr19	-	23283221	23348338 65117
Arhgap15	NM_153820	chr2	+	43604343	44243143 638800
Cpne1	NM_170588	chr2	-	155897580	155937663 40083
Cpne1	NM_170590	chr2	-	155897580	155937663 40083
Nupl1	NM_170591	chr14	-	60838304	60870215 31911
Mettl11a	NM_170592	chr2	+	30663514	30678534 15020
Disp2	NM_170593	chr2	+	118605653	118620911 15258
Creg2	NM_170597	chr1	-	39675250	39708027 32777
Igsf11	NM_170599	chr16	+	38902457	39027270 124813
Rps15a	NM_170669	chr7	-	125247889	125259702 11813
Mycbpap	NM_170671	chr11	-	94362660	94382814 20154
Cpne9	NM_170673	chr6	+	113232300	113255565 23265
Abcc10	NM_170680	chr17	-	46440178	46464911 24733
Cpne7	NM_170684	chr8	+	125641273	125659085 17812
Cd40	NM_170704	chr2	+	164881135	164897154 16019
Cd40	NM_170702	chr2	+	164881135	164897154 16019
Cd40	NM_170701	chr2	+	164881135	164897154 16019
Cd40	NM_011611	chr2	+	164881135	164897154 16019
Cd40	NM_170703	chr2	+	164881135	164897154 16019
Fam134a	NM_170755	chr1	+	75139359	75144483 5124
Spata2	NM_170756	chr2	-	167306635	167318351 11716
A630007B06Rik	NM_170757	chr19	-	56865452	56888173 22721
Cd300a	NM_170758	chr11	+	114751354	114765965 14611
Zfp628	NM_170759	chr7	+	4866820	4873605 6785
U2af1l4	NM_170760	chr7	+	31348349	31350383 2034
Elof1	NM_170777	chr9	-	21917432	21918613 1181
Dpyd	NM_170778	chr3	+	118265095	119135836 870741
Wwc1	NM_170779	chr11	-	35652679	35793591 140912
Cntf	NM_170786	chr19	-	12838017	12840122 2105
Pgbd5	NM_171824	chr8	-	126892948	126957836 64888
Cldnd1	NM_171826	chr16	+	58728124	58734350 6226
Iars	NM_172015	chr13	+	49777590	49829626 52036
Tmem18	NM_172049	chr12	+	31269353	31276084 6731
Cd300e	NM_172050	chr11	-	114913230	114923352 10122
Tmcc3	NM_172051	chr10	+	93977623	94053699 76076
Adamts16	NM_172053	chr13	-	70866685	70980688 114003
Txndc9	NM_172054	chr1	-	38040711	38054088 13377
Rpl32	NM_172086	chr6	-	115755531	115758765 3234
Pddc1	NM_172116	chr7	-	148594082	148599970 5888
Entpd6	NM_172117	chr2	+	150574820	150597410 22590
Myl9	NM_172118	chr2	+	156601199	156607393 6194
Dio3	NM_172119	chr12	+	111517439	111519307 1868
Vps41	NM_172120	chr13	+	18809218	18958670 149452
Zc3h3	NM_172121	chr15	-	75584876	75672338 87462
Crocc	NM_172122	chr4	-	140572556	140609576 37020
B3gat2	NM_172124	chr1	+	23768764	23854697 85933
Adam1b	NM_172125	chr5	-	121950105	121952989 2884
Adam1a	NM_172126	chr5	-	121968612	121971704 3092
Jmjd2b	NM_172132	chr17	+	56465512	56542286 76774
Adap2	NM_172133	chr11	+	79967650	79992329 24679
Pdxk	NM_172134	chr10	-	77899491	77927693 28202
Nfkbid	NM_172142	chr7	+	31208322	31213765 5443
Fam176b	NM_172145	chr4	+	125825246	125827118 1872
Plb1	NM_172147	chr5	+	32655952	32666729 10777
B9d2	NM_172148	chr7	+	26466176	26471577 5401
Bnip1	NM_172149	chr17	+	26918038	26929466 11428
Ift52	NM_172150	chr2	+	162843268	162871871 28603
Zdhhc8	NM_172151	chr16	-	18220845	18235229 14384
Slc24a4	NM_172152	chr12	+	103367628	103504959 137331
Lcorl	NM_172153	chr5	-	46121573	46247889 126316
Lcor	NM_172154	chr19	+	41624128	41634271 10143
Prl3d2	NM_172155	chr13	+	27213572	27219351 5779
Prl3d3	NM_172156	chr13	+	27248667	27254389 5722
Mizf	NM_172162	chr9	-	44103755	44113718 9963
Nox1	NM_172203	chrX	-	130621684	130646247 24563
Noxa1	NM_172204	chr2	-	24941189	24950668 9479
Mrpl21	NM_172252	chr19	+	3283046	3292837 9791
Twistnb	NM_172253	chr12	+	34114488	34124245 9757
Brwd2	NM_172255	chr7	+	136735450	136779250 43800
Dync2li1	NM_172256	chr17	+	85025819	85054904 29085
