genename	geneID	chr	strand	start	stop
1100001G20Rik	NM_183249	chr11	+	83560441	83566148
Ccdc72	NM_183250	chr9	-	108980501	108984856
1810020D17Rik	NM_183251	chr7	-	104698850	104727937
1700025K23Rik	NM_183254	chr10	-	38838613	38853725
2310016M24Rik	NM_183256	chr15	+	99556111	99558567
Hamp2	NM_183257	chr7	-	31707415	31709200
Nr2f2	NM_183261	chr7	-	77496835	77511632
Rnmtl1	NM_183263	chr11	+	76057256	76064124
5830405N20Rik	NM_183264	chr10	+	129759907	129799698
Chchd8	NM_183270	chr7	+	107685643	107688326
Wfdc15a	NM_183271	chr2	-	164024607	164025853
1700063I17Rik	NM_183272	chr7	+	138478135	138480230
1110002N22Rik	NM_183275	chr11	-	79950179	79955645
2200001I15Rik	NM_183278	chr14	-	35165067	35168579
2310005G13Rik	NM_183281	chr16	-	57037079	57071459
1700029I08Rik	NM_183282	chr17	+	33569843	33571212
Spink2	NM_183284	chr5	-	77634132	77640478
Kctd2	NM_183285	chr11	+	115281508	115292586
Dhrs13	NM_183286	chr11	+	77845855	77851366
2610318N02Rik	NM_183287	chr16	-	17113490	17125230
5730442P18Rik	NM_183288	chr11	-	103221050	103224698
Tcerg1l	NM_183289	chr7	-	145400654	145589413
4921517D22Rik	NM_183290	chr13	-	59788762	59795462
Cdkl1	NM_183294	chr12	-	70847834	70891694
Nxph4	NM_183297	chr10	-	126962528	126971615
Foxe1	NM_183298	chr4	+	46357065	46358181
Zfyve9	NM_183300	chr4	-	108311863	108396481
Ccdc63	NM_183307	chr5	-	122558064	122588071
Pon2	NM_183308	chr6	-	5214623	5248373
EG330305	NM_183309	chr6	+	48539443	48540583
Tmem145	NM_183311	chr7	+	26091126	26101214
EG330602	NM_183313	chr7	-	107078305	107081389
Ctxn1	NM_183315	chr8	-	4257645	4259274
Snapc5	NM_183316	chr9	+	64027114	64030495
Rgag4	NM_183318	chrX	-	99261882	99266646
Xkrx	NM_183319	chrX	-	130683583	130696467
EG331529	NM_183320	chrX	+	131907822	131917932
BC053749	NM_183321	chr7	-	31324152	31337311
Khdc1a	NM_183322	chr1	+	21339757	21342280
Igsf1	NM_183335	chrX	-	47139525	47148541
Igsf1	NM_183336	chrX	-	47135786	47141415
Pbx1	NM_183355	chr1	-	170083999	170362389
Gadd45gip1	NM_183358	chr8	+	87356218	87359381
Adam28	NM_183366	chr14	-	69225790	69273899
Sytl3	NM_183368	chr17	+	6910178	6942393
Sytl3	NM_183370	chr17	+	6893421	6942393
Klhl6	NM_183390	chr16	-	19946589	19983050
Tnfsf18	NM_183391	chr1	+	163424785	163435421
Nup54	NM_183392	chr5	-	92844565	92864221
Cox6b2	NM_183405	chr7	-	4703395	4704625
Cox6b2	NM_183406	chr7	-	4703396	4704593
Pde4a	NM_183408	chr9	+	20970157	21017692
Cdk2	NM_183417	chr10	-	128134994	128142077
Cdk2	NM_016756	chr10	-	128134994	128142077
Pla2g12a	NM_183423	chr3	+	129584101	129598739
Qrfp	NM_183424	chr2	-	31661687	31666038
Sbno2	NM_183426	chr10	-	79519758	79565431
Glra2	NM_183427	chrX	-	161566948	161764913
Epb4.1	NM_183428	chr4	-	131479343	131628012
Igf1	NM_184052	chr10	+	87323855	87378515
Rtl1	NM_184109	chr12	-	110828378	110833613
Rtn4	NM_194051	chr11	+	29593871	29642916
Rtn4	NM_194052	chr11	+	29592963	29642916
Rtn4	NM_194054	chr11	+	29592963	29642916
Rtn4	NM_194053	chr11	+	29592963	29642916
Rbm35a	NM_194055	chr4	-	11259184	11313892
Nlrp9b	NM_194058	chr7	+	20593371	20648287
Nanos3	NM_194059	chr8	-	86697631	86700451
Foxo6	NM_194060	chr4	-	119939682	119959853
Rhox3a	NM_194063	chrX	+	34789815	34798793
Nanos2	NM_194064	chr7	+	19572872	19574311
Fam118b	NM_194257	chr9	-	35024825	35075338
Arid4b	NM_194262	chr13	+	14156069	14291870
Arid4b	NM_198122	chr13	+	14156069	14291870
Tbx20	NM_194263	chr9	-	24527647	24578746
Onecut2	NM_194268	chr18	+	64500017	64558142
Morn2	NM_194269	chr17	+	80689625	80696814
Fxyd1	NM_194321	chr7	-	31836696	31839812
Slc23a3	NM_194333	chr1	-	75122115	75130464
Tbc1d2b	NM_194334	chr9	-	90096886	90165549
Naif1	NM_194335	chr2	+	32305976	32310996
Mpa2l	NM_194336	chr5	-	105699720	105722718
Bms1	NM_194339	chr6	-	118333398	118369414
C330019G07Rik	NM_194340	chr5	-	33131923	33170328
Ap1gbp1	NM_194341	chr11	+	83777972	83855581
Unc84b	NM_194342	chr15	-	79554499	79572960
Trim45	NM_194343	chr3	+	100726537	100737934
Sh3tc1	NM_194344	chr5	-	36039828	36071856
Rnf31	NM_194346	chr14	+	56210608	56222508
AY358078	NM_194347	chr14	+	52419720	52446034
Atg2a	NM_194348	chr19	+	6241638	6262304
Mafa	NM_194350	chr15	-	75577272	75578352
Spire1	NM_194355	chr18	-	67647862	67712375
Rya3	NM_194357	chr2	+	153743965	153758732
Cdk10	NM_194446	chr8	+	125748770	125756154
Cdk10	NM_194444	chr8	+	125748770	125756154
Akap9	NM_194462	chr5	+	3928185	4080204
Mrvi1	NM_194464	chr7	-	118011780	118125609
Ifnz	NM_197889	chr4	+	88428081	88429496
Wipf2	NM_197940	chr11	+	98725122	98764834
Sgsm2	NM_197943	chr11	-	74662765	74710605
Hsh2d	NM_197944	chr8	+	74713566	74724857
Prosapip1	NM_197945	chr2	-	130458574	130468534
3000004C01Rik	NM_197959	chr11	-	102766842	102786438
1110020P15Rik	NM_197979	chr11	-	4601970	4604347
Cox19	NM_197980	chr5	-	139813775	139821132
5930416I19Rik	NM_197981	chr6	-	128307377	128312863
Ddx39	NM_197982	chr8	+	86239097	86247247
Adipor2	NM_197985	chr6	-	119303167	119367543
Tmem140	NM_197986	chr6	+	34813051	34824946
Trim37	NM_197987	chr11	+	86940610	87034184
1190005I06Rik	NM_197988	chr8	-	123132501	123158282
1810009O10Rik	NM_197989	chr11	-	78564007	78565185
1700025G04Rik	NM_197990	chr1	-	153739714	153937229
2310044H10Rik	NM_197991	chr7	-	51745496	51751769
Pcgf1	NM_197992	chr6	+	83028383	83030849
Tut1	NM_197993	chr19	+	9028366	9040700
Arl16	NM_197995	chr11	-	120325639	120328914
Tspan15	NM_197996	chr10	-	61648143	61693964
2210021J22Rik	NM_197998	chr15	-	85637401	85642089
2210023G05Rik	NM_197999	chr8	+	107485639	107493433
1700001O22Rik	NM_198000	chr2	-	30651082	30657227
1110008P14Rik	NM_198001	chr2	-	32234627	32237362
1300003B13Rik	NM_198003	chr17	+	22561234	22593656
5133401N09Rik	NM_198004	chr13	+	58259017	58266052
5133401N09Rik	NM_001048060	chr13	+	58259017	58266052
4833418A01Rik	NM_198005	chr2	+	70893841	70926701
6330578E17Rik	NM_198006	chr1	-	37473930	37486895
E430018J23Rik	NM_198011	chr7	-	134527273	134537158
Trim68	NM_198012	chr7	-	109826093	109835840
Cuedc1	NM_198013	chr11	+	87912810	88006420
Slain1	NM_198014	chr14	+	104049424	104104016
Fam175b	NM_198017	chr7	+	140050957	140076794
Abr	NM_198018	chr11	-	76230235	76322921
Cep78	NM_198019	chr19	-	16030262	16059479
Trmt1	NM_198020	chr8	+	87213176	87223686
Scyl2	NM_198021	chr10	-	89102851	89149013
Tnrc6c	NM_198022	chr11	+	117515602	117624753
Rcor1	NM_198023	chr12	+	112278008	112351597
Ranbp3l	NM_198024	chr15	+	8918118	8997082
Iqcc	NM_198026	chr4	-	129292860	129296324
Alkbh6	NM_198027	chr7	+	31093807	31099322
Serpinb10	NM_198028	chr1	+	109425579	109443805
Fermt1	NM_198029	chr2	-	132729914	132771772
Hsd17b13	NM_198030	chr5	-	104384460	104406383
Tubgcp3	NM_198031	chr8	-	12614276	12672089
Setx	NM_198033	chr2	+	28980511	29037991
Sidt1	NM_198034	chr16	-	44240292	44332951
Zbtb39	NM_198035	chr10	+	127176593	127184395
Cachd1	NM_198037	chr4	+	100449252	100676353
Hnrnpa3	NM_198090	chr2	+	75497315	75507464
Hnrnpa3	NM_146130	chr2	+	75497315	75507464
Hnrnpa3	NM_053263	chr2	+	75497315	75507464
Usp2	NM_198091	chr9	+	43893007	43903710
Usp2	NM_198092	chr9	+	43875103	43903710
Elmo1	NM_198093	chr13	+	20564961	20698394
Brd4	NM_198094	chr17	-	32343613	32421054
Bst2	NM_198095	chr8	-	74058160	74061328
Arap1	NM_198096	chr7	+	108542901	108561100
Tbkbp1	NM_198100	chr11	-	96997484	97011026
Gmip	NM_198101	chr8	+	72332538	72345769
Tra2a	NM_198102	chr6	-	49193919	49214029
Exoc8	NM_198103	chr8	-	127414198	127421560
ORF34	NM_198105	chrX	+	147778765	147908677
Slc9a10	NM_198106	chr16	+	45535421	45607114
Med16	NM_198107	chr10	-	79357453	79371704
Morn4	NM_198108	chr19	-	42149428	42160809
Ssh1	NM_198109	chr5	-	114392227	114443819
Gnl3l	NM_198110	chrX	-	147417683	147451804
Akap6	NM_198111	chr12	+	53800369	54252002
Ostn	NM_198112	chr16	+	27307726	27351295
Ssh3	NM_198113	chr19	-	4261667	4269144
Dagla	NM_198114	chr19	-	10319754	10379367
Pcdha2	NM_198117	chr18	+	37098971	37347311
Lrrc24	NM_198119	chr15	-	76545705	76552603
Abi2	NM_198127	chr1	+	60466632	60538002
Morc2a	NM_198162	chr11	+	3558702	3590375
Rab35	NM_198163	chr5	+	116081919	116097167
Cdc2l6	NM_198164	chr10	+	40069142	40201951
Uts2d	NM_198166	chr16	-	27353407	27370299
Tmem63b	NM_198167	chr17	-	45797127	45823144
Ppp2r5b	NM_198168	chr19	-	6227766	6235840
Gmeb2	NM_198169	chr2	-	180986155	181022678
BC015286	NM_198171	chr8	+	107355543	107362552
Fastkd5	NM_198176	chr2	-	130439581	130455743
Ntf5	NM_198190	chr7	+	52669064	52672549
Pip5kl1	NM_198191	chr2	+	32431338	32439298
Gpr103	NM_198192	chr3	-	36078347	36121197
Raet1e	NM_198193	chr10	+	21893326	21903720
Snph	NM_198214	chr2	-	151416285	151458269
Aspscr1	NM_198223	chr11	+	120538835	120570760
Ms4a13	NM_198224	chr19	-	11243907	11271213
Yars2	NM_198246	chr16	+	16303089	16309721
Sertad4	NM_198247	chr1	-	194670681	194681885
Zbtb40	NM_198248	chr4	-	136535646	136604610
E130112L23Rik	NM_198249	chr14	+	52604533	52625922
Lrrc4b	NM_198250	chr7	+	51697856	51718714
Rnf133	NM_198251	chr6	-	23598868	23600305
Tex2	NM_198292	chr11	-	106363452	106474260
Tanc1	NM_198294	chr2	+	59450146	59684206
Txndc10	NM_198295	chr18	+	90679638	90712659
9130011E15Rik	NM_198296	chr19	-	45892633	46072961
Trat1	NM_198297	chr16	-	48734802	48772069
Helz	NM_198298	chr11	+	107409247	107548257
E130303B06Rik	NM_198299	chr8	-	108227551	108231995
Cpeb3	NM_198300	chr19	-	37095780	37281709
Fam105a	NM_198301	chr15	-	27586024	27611153
Rbm11	NM_198302	chr16	+	75593135	75603070
Eif5b	NM_198303	chr1	+	38054854	38112424
Nup188	NM_198304	chr2	+	30141958	30199782
Klhl17	NM_198305	chr4	-	155603465	155608945
Galnt9	NM_198306	chr5	+	110973355	111050401
4930402E16Rik	NM_198308	chr8	+	113618644	113659044
Ttc8	NM_198311	chr12	+	100158821	100221448
Zfp273	NM_198322	chr13	+	67914752	67927937
Nsfl1c	NM_198326	chr2	+	151320031	151337040
Crhbp	NM_198408	chr13	-	96201330	96214739
Rai2	NM_198409	chrX	+	158155484	158217426
Paqr6	NM_198410	chr3	+	88168510	88172463
2610204M08Rik	NM_198411	chr12	+	113826994	113853768
Dnajc6	NM_198412	chr4	+	101223198	101315404
Paqr9	NM_198414	chr9	+	95460235	95462540
Ckmt2	NM_198415	chr13	-	91992991	92016490
Zzz3	NM_198416	chr3	+	152059687	152125790
C030039L03Rik	NM_198417	chr7	+	28459679	28491501
Tdrd6	NM_198418	chr17	-	43752288	43767248
Phactr1	NM_198419	chr13	+	42775991	43233881
D15Wsu169e	NM_198420	chr15	-	76554414	76648559
Usp49	NM_198421	chr17	+	47767638	47821016
Paqr3	NM_198422	chr5	-	97511347	97540592
Bahcc1	NM_198423	chr11	+	120094243	120153611
Orai3	NM_198424	chr7	+	134913338	134918664
Eid2	NM_198425	chr7	+	29052949	29054187
Nfatc1	NM_198429	chr18	-	80802943	80909797
Rhox11	NM_198598	chrX	-	35429774	35438266
Map6d1	NM_198599	chr16	-	20233381	20241431
Pols	NM_198600	chr13	-	69636836	69672717
Trim52	NM_198601	chr14	+	106505443	106508497
Cux1	NM_198602	chr5	-	136724004	137043275
Plekhg6	NM_198604	chr6	-	125312668	125330522
F630043A04Rik	NM_198605	chr14	-	58425397	58445000
Wdsof1	NM_198606	chr15	+	38944492	38978401
4930572J05Rik	NM_198607	chr15	+	74551638	74554803
Aars2	NM_198608	chr17	+	45643789	45657792
BC003885	NM_198609	chr9	+	72961260	72971140
Igsf21	NM_198610	chr4	-	139582766	139802699
B3gnt4	NM_198611	chr5	+	123960468	123961891
Glt8d4	NM_198612	chr6	+	100654727	100755075
Ap2s1	NM_198613	chr7	+	17323814	17334639
Fam148c	NM_198614	chr10	-	79069598	79076745
Mex3d	NM_198615	chr10	-	79843099	79850396
Ccdc85b	NM_198616	chr19	-	5453186	5457532
Tspyl3	NM_198617	chr2	-	153048111	153051101
Dlgap3	NM_198618	chr4	+	126850123	126914265
2810408P10Rik	NM_198619	chr4	-	147197094	147222516
Rundc3b	NM_198620	chr5	-	8490335	8622952
Gm443	NM_198621	chr5	+	25021884	25023845
H1fx	NM_198622	chr6	-	87930414	87931476
Ubqln3	NM_198623	chr7	-	111289136	111291786
Ubqlnl	NM_198624	chr7	-	111296772	111299070
BC060632	NM_198625	chr8	+	113245376	113265300
AI480653	NM_198626	chr16	-	30955715	31081503
Vstm2l	NM_198627	chr2	+	157740388	157770455
Gm711	NM_198628	chr2	+	26789532	26809016
EG328644	NM_198629	chr16	+	20602847	20605450
Zc3h4	NM_198631	chr7	+	16986544	17023045
EG331392	NM_198633	chrX	+	20937990	20941748
Tigd3	NM_198634	chr19	-	5891137	5894107
EG333669	NM_198635	chr10	+	75417258	75472334
Acss3	NM_198636	chr10	-	106402137	106560724
1700016K19Rik	NM_198637	chr11	+	75813413	75817071
5031414D18Rik	NM_198642	chr14	+	75415833	75452339
Zfat	NM_198644	chr15	-	67915328	68090411
Ccdc58	NM_198645	chr16	+	36071773	36092197
Tbc1d22b	NM_198647	chr17	+	29686756	29743753
Ablim3	NM_198649	chr18	-	61959046	62071452
Slc22a20	NM_198650	chr19	-	5970233	5986143
4430402I18Rik	NM_198651	chr19	-	28997553	29038644
6430706D22Rik	NM_198652	chr1	-	90159683	90174093
Iars2	NM_198653	chr1	-	187110540	187153259
Nsl1	NM_198654	chr1	+	192886902	192908435
4921509C19Rik	NM_198655	chr2	-	151296277	151301887
Cdh26	NM_198656	chr2	+	178165311	178222071
EG381438	NM_198657	chr3	-	37613111	37623282
Nr1h5	NM_198658	chr3	-	102743580	102768056
Nr1h5	NM_201619	chr3	-	102743580	102768056
Nr1h5	NM_201622	chr3	-	102743580	102768056
B930007M17Rik	NM_198659	chr3	+	138868856	139373263
Oog2	NM_198661	chr4	+	143780632	143786837
9430007A20Rik	NM_198662	chr4	+	144109724	144119256
C87499	NM_198663	chr4	-	88273222	88280079
Tbc1d2	NM_198664	chr4	-	46617261	46663069
ENSMUSG00000033219	NM_198666	chr5	-	14910123	14914889
4930590J08Rik	NM_198668	chr6	+	91854226	91900719
Prb1	NM_198669	chr6	-	132156812	132160539
Gse1	NM_198671	chr8	+	123012765	123105277
Odf3l1	NM_198673	chr9	-	56696465	56699770
EG382109	NM_198674	chr9	-	109620079	109648603
D630004A14Rik	NM_198675	chr9	+	50576342	50580775
BC061237	NM_198677	chr14	+	45119792	45126016
Serpinb3b	NM_198680	chr1	-	109050537	109057691
Cugbp1	NM_198683	chr2	+	90780637	90857210
Cugbp1	NM_017368	chr2	+	90780637	90857210
Lphn3	NM_198702	chr5	+	81450617	82224755
Wnk1	NM_198703	chr6	-	119874355	119987797
Sypl	NM_198710	chr12	+	33639072	33661769
Col25a1	NM_198711	chr3	+	129883795	130299335
Egfl7	NM_198724	chr2	+	26439399	26448202
Egfl7	NM_198725	chr2	+	26439388	26448202
Mrpl48	NM_198831	chr7	-	107697630	107731644
Dlx5	NM_198854	chr6	-	6827804	6832068
Dlx5	NM_010056	chr6	-	6827804	6832068
Ctf2	NM_198858	chr7	-	134862473	134869130
AI646023	NM_198860	chr10	-	75012869	75023075
BC046404	NM_198861	chr11	-	62418385	62462061
Nlgn2	NM_198862	chr11	-	69636624	69648351
Slitrk2	NM_198863	chrX	+	63906333	63909620
Slitrk3	NM_198864	chr3	-	72852046	72860865
Slitrk5	NM_198865	chr14	+	112074336	112082357
Dbpht2	NM_198866	chr12	+	75398460	75401455
B4galnt3	NM_198884	chr6	-	120153827	120244646
Scx	NM_198885	chr15	+	76287867	76289890
Zbtb12	NM_198886	chr17	+	35031503	35033789
Abr	NM_198894	chr11	-	76230235	76391229
Abr	NM_198895	chr11	-	76230235	76384852
Ssxb3	NM_198898	chrX	-	8160669	8166372
Ugcgl1	NM_198899	chr1	-	36200332	36301117
Smgc	NM_198927	chr15	+	91668758	91691866
Ppm1m	NM_198931	chr9	-	106097283	106101270
Pou2f1	NM_198932	chr1	-	167805604	167932733
Pou2f1	NM_198934	chr1	-	167805604	167865031
Pou2f1	NM_198933	chr1	-	167805604	167865031
Hn1l	NM_198937	chr17	-	25079414	25097579
Dhx57	NM_198942	chr17	-	80637648	80689816
C430048L16Rik	NM_198957	chr4	+	12016516	12023418
Nox3	NM_198958	chr17	-	3635239	3696261
Hcrtr1	NM_198959	chr4	-	129807460	129816406
Tcfap2e	NM_198960	chr4	-	126393246	126413513
Vmn2r43	NM_198961	chr7	+	9866726	9882971
Hcrtr2	NM_198962	chr9	-	76073686	76171430
Tmtc1	NM_198967	chr6	-	148180951	148392845
Sgol2	NM_199007	chr1	+	58052909	58082741
Cox11	NM_199008	chr11	+	90499504	90507291
Fam160a2	NM_199009	chr7	-	112527123	112548466
Dgkq	NM_199011	chr5	-	109076062	109089794
Fchsd2	NM_199012	chr7	+	108257326	108432919
Irgc1	NM_199013	chr7	-	25216944	25230701
D14Ertd668e	NM_199015	chr14	-	59967568	59984280
Enpp4	NM_199016	chr17	-	44233258	44242733
9230110C19Rik	NM_199017	chr9	-	8021671	8042823
Stard8	NM_199018	chrX	+	96238003	96270067
4933407P14Rik	NM_199019	chr11	+	104047640	104049865
Dpp10	NM_199021	chr1	-	125228719	125942129
Shc4	NM_199022	chr2	-	125453182	125549932
4930526D03Rik	NM_199023	chr2	-	181431499	181433147
Nol4	NM_199024	chr18	-	22851913	23197157
Zbtb26	NM_199025	chr2	-	37287687	37298649
Zfp335	NM_199027	chr2	-	164717391	164737250
Bend3	NM_199028	chr10	+	43198869	43235223
Zfp395	NM_199029	chr14	+	65977447	66017767
Cep135	NM_199032	chr5	+	77020738	77075491
Tsen2	NM_199033	chr6	+	115494759	115528354
4922502D21Rik	NM_199034	chr6	-	129272182	129281799
Alg8	NM_199035	chr7	+	104520139	104540668
Fbxw15	NM_199036	chr9	-	109455115	109470776
Thap1	NM_199042	chr8	+	27268688	27274623
Chst9	NM_199055	chr18	-	15610683	15876555
Ippk	NM_199056	chr13	+	49516743	49558359
Rusc2	NM_199057	chr4	+	43419445	43439958
Gpr6	NM_199058	chr10	-	40790298	40791390
Tbpl2	NM_199059	chr2	-	23927240	23952115
BC062127	NM_199062	chr10	-	81205565	81233887
Ssx9	NM_199063	chrX	+	8325555	8331713
Ssxb10	NM_199064	chrX	+	7904549	7913361
Slitrk1	NM_199065	chr14	-	109309205	109313456
Ssxb9	NM_199066	chrX	+	7944103	8331850
Defb50	NM_199067	chr8	+	22934010	22941768
Foxk1	NM_199068	chr5	+	142877479	142937969
Ddx17	NM_199079	chr15	-	79365090	79376986
Znrf2	NM_199143	chr6	+	54766827	54839730
3110062M04Rik	NM_199145	chr6	-	34821770	34828060
3110062M04Rik	NM_001135611	chr6	-	34821770	34828060
AI451617	NM_199146	chr7	-	111620362	111656339
BC051665	NM_199148	chr13	-	60883247	60887710
Lrrc68	NM_199149	chr7	-	20116315	20147741
BC049730	NM_199150	chr7	+	25494277	25499554
Tas2r102	NM_199153	chr6	+	132712148	132713192
Tas2r110	NM_199155	chr6	+	132818025	132819027
Ifnk	NM_199157	chr4	+	35099303	35101268
Bckdhb	NM_199195	chr9	+	83842387	84017847
Suz12	NM_199196	chr11	+	79806610	79847625
1110032A13Rik	NM_199197	chr18	-	80389002	80397383
Hdac10	NM_199198	chr15	-	88953734	88958970
Tmem199	NM_199199	chr11	-	78320556	78325740
Fam171a2	NM_199200	chr11	-	102298295	102308971
Clm3	NM_199201	chr11	-	114903444	114909609
Cd300lb	NM_199221	chr11	-	114784094	114795700
Lman1l	NM_199222	chr9	-	57454839	57468581
Rtn4rl2	NM_199223	chr2	-	84712102	84726849
Cd300c	NM_199225	chr11	-	114817591	114821796
Sema6d	NM_199241	chr2	+	124479370	124491045
Sema6d	NM_199240	chr2	+	124479370	124491045
Sema6d	NM_199238	chr2	+	124479370	124491045
Sema6d	NM_199239	chr2	+	124479370	124491045
Kcnk12	NM_199251	chr17	-	88145160	88197334
Unc93a	NM_199252	chr17	-	13301482	13324657
Tpte	NM_199257	chr8	+	23393912	23481890
Phf15	NM_199299	chr11	-	51626957	51670983
Mtg1	NM_199301	chr7	+	147323509	147336685
Lrsam1	NM_199302	chr2	-	32780739	32816771
Bpil3	NM_199303	chr2	+	153726123	153738526
Zfp341	NM_199304	chr2	+	154439086	154472553
Tmem39b	NM_199305	chr4	-	129353598	129373982
Wdtc1	NM_199306	chr4	-	132848380	132895230
Ece1	NM_199307	chr4	+	137418229	137521144
Zdhhc19	NM_199309	chr16	+	32496366	32507300
Ccdc32	NM_199310	chr2	-	118843514	118855072
Clec4a1	NM_199311	chr6	+	122871875	122884637
BC051628	NM_199312	chr2	+	180954720	180957556
Serpina11	NM_199314	chr12	-	105218464	105228131
4922501C03Rik	NM_199316	chr9	-	87086797	87150367
Phf16	NM_199317	chrX	+	20037652	20095022
Ssxb5	NM_199319	chrX	+	8380816	8386512
Dot1l	NM_199322	chr10	+	80217950	80257092
Lzts1	NM_199364	chr8	-	71659401	71664852
Gal3st2	NM_199366	chr1	+	95757920	95773071
S100a7a	NM_199422	chr3	+	90458223	90462052
Phkb	NM_199446	chr8	+	88364919	88584541
Rrp12	NM_199447	chr19	-	41937340	41970658
Fez2	NM_199448	chr17	-	78777224	78817433
Zhx2	NM_199449	chr15	+	57526221	57671387
1700055M20Rik	NM_199455	chr8	+	97835414	97845228
Nexn	NM_199465	chr3	-	151899947	151929219
F730047E07Rik	NM_199467	chr4	+	24432308	24530095
Zcchc5	NM_199468	chrX	-	104032420	104035982
Nploc4	NM_199469	chr11	-	120241684	120298982
Cdh24	NM_199470	chr14	-	55250068	55260193
Tessp3	NM_199471	chr9	+	110729193	110734008
Col8a2	NM_199473	chr4	+	125964042	125991574
Rrm2b	NM_199476	chr15	-	37853707	37890756
Mettl7a2	NM_199477	chr15	+	100183531	100192250
Lrrc47	NM_201226	chr4	+	153385911	153395621
Dand5	NM_201227	chr8	-	87339303	87346722
Fgfr1op	NM_201230	chr17	+	8358400	8389333
Nipbl	NM_201232	chr15	-	8241986	8394376
Rhox4e	NM_201236	chrX	+	34971918	34976789
Rnase4	NM_201239	chr14	+	51716075	51725815
Pcdha8	NM_201243	chr18	+	37152120	37347311
Copg	NM_201244	chr6	+	87837888	87840753
Mprip	NM_201245	chr11	+	59476023	59589722
Krt9	NM_201255	chr11	-	100048094	100054560
Eif4ebp3	NM_201256	chr18	+	36823713	36825564
Oog3	NM_201258	chr4	-	143747464	143752539
Cybasc3	NM_201351	chr19	+	10652212	10664320
Gdpd5	NM_201352	chr7	+	106530072	106609494
Slc6a7	NM_201353	chr18	-	61155033	61173853
Gm672	NM_201354	chr18	-	75590870	75857350
Nat14	NM_201355	chr7	+	4873852	4876608
Gm839	NM_201356	chr6	-	89162239	89166073
Tssc1	NM_201357	chr12	+	29436696	29552356
Lyrm4	NM_201358	chr13	-	36070665	36209128
Tmem106c	NM_201359	chr15	+	97794713	97800706
Cyp2d12	NM_201360	chr15	+	82385527	82389843
AW061290	NM_201361	chr17	+	80014239	80081492
Ccdc68	NM_201362	chr18	+	70085216	70129138
Serpinb3c	NM_201363	chr1	-	109167777	109174948
BC055324	NM_201364	chr1	-	165884138	165924870
Fam178b	NM_201365	chr1	-	36656818	36739972
Gm1631	NM_201366	chr2	+	71557450	71569023
Gpr176	NM_201367	chr2	-	118102845	118199047
Xkr8	NM_201368	chr4	-	132280818	132288430
N4bp2l2	NM_201369	chr5	-	151438547	151468163
Wee2	NM_201370	chr6	+	40392861	40416814
Prmt8	NM_201371	chr6	-	127639028	127718747
Ccdc84	NM_201372	chr9	-	44218246	44226101
Trim56	NM_201373	chr5	-	137587155	137592129
Ccdc155	NM_201374	chr7	-	52439045	52460262
Serpinb3d	NM_201376	chr1	-	108974769	108980007
Plec1	NM_201385	chr15	-	76001405	76059927
Plec1	NM_201386	chr15	-	76001405	76039507
Plec1	NM_201387	chr15	-	76001405	76039083
Plec1	NM_201388	chr15	-	76001405	76038683
Plec1	NM_201389	chr15	-	76001405	76036751
Plec1	NM_201390	chr15	-	76001405	76031048
Plec1	NM_201391	chr15	-	76001405	76030265
Plec1	NM_201392	chr15	-	76001405	76029857
Plec1	NM_201393	chr15	-	76001405	76028639
Plec1	NM_201394	chr15	-	76001405	76026156
Pigs	NM_201406	chr11	+	78141963	78156278
Dennd4b	NM_201407	chr3	+	90070455	90084587
Dub1a	NM_201409	chr7	-	111988825	111991018
Ugt1a6b	NM_201410	chr1	+	89999851	90115552
Flrt1	NM_201411	chr19	-	7166501	7180219
Flrt2	NM_201518	chr12	+	96930435	97023421
Map4k5	NM_201519	chr12	-	70904743	70994157
Lmo7	NM_201529	chr14	+	102129141	102333910
Kcnf1	NM_201531	chr12	-	17178905	17183331
Myo5b	NM_201600	chr18	+	74602272	74931131
Pde4c	NM_201607	chr8	+	73247962	73275075
H2-M10.3	NM_201608	chr17	-	36501948	36505362
Zfp652	NM_201609	chr11	+	95610380	95626027
Neil2	NM_201610	chr14	-	63801281	63812362
H2-M10.6	NM_201611	chr17	+	36949119	36952509
Prlhr	NM_201615	chr19	-	60542643	60544207
Gnas	NM_201616	chr2	+	174155589	174172243
Gnas	NM_201617	chr2	+	174123359	174126303
Chd8	NM_201637	chr14	-	52817825	52857247
